步行,2023/8/11 13:24,FALSE,Walking,0.65,51,00:11:45,93,111,112,134,18:11,07:04,--,--,0.49,0,否,00:11:45,1,00:06:29,00:11:45,--,--
步行,2023/8/6 19:45,FALSE,Walking,0.68,57,00:12:57,104,118,110,222,19:11,03:53,--,--,0.47,0,否,00:12:57,1,00:07:03,00:12:57,--,--
步行,2023/8/1 20:04,FALSE,Walking,0.68,54,00:11:49,103,113,108,214,17:29,05:03,--,--,0.53,0,否,00:11:49,1,00:07:44,00:11:49,--,--
步行,2023/7/30 11:29,FALSE,Walking,0.64,52,00:13:48,88,109,106,122,21:25,07:17,--,--,0.44,0,否,00:13:48,1,00:07:12,00:13:48,--,--
步行,2023/7/29 14:07,FALSE,Walking,0.93,103,00:23:23,95,114,112,232,25:08:00,02:50,--,--,0.36,0,否,00:23:23,1,00:09:59,00:23:23,--,--
步行,2023/7/28 08:19,FALSE,Walking,0.81,63,00:11:57,109,123,114,132,14:49,08:46,--,--,0.59,0,否,00:11:57,1,00:07:55,00:11:57,--,--
步行,2023/7/25 19:59,FALSE,Walking,0.76,57,00:11:36,105,119,112,146,15:19,06:42,--,--,0.58,0,否,00:11:36,1,00:08:19,00:11:36,--,--
步行,2023/7/24 21:47,FALSE,Walking,0.01,220,01:04:22,88,106,118,148,--,08:44,--,--,0,0,否,01:04:22,1,00:00:12,01:04:22,--,--
跑步,2023/7/23 06:41,FALSE,Running,0.87,734,02:43:57,108,170,116,188,--,03:41,--,--,0.05,0,否,02:43:57,1,00:08:33,02:44:01,--,--
有氧运动,2023/7/23 00:07,FALSE,Cardio,0,199,00:45:03,99,162,--,--,--,--,--,--,--,0,否,00:45:03,1,00:00:00,00:45:03,--,--
有氧运动,2023/7/22 21:50,FALSE,Cardio,0,--,00:05.4,88,89,--,--,--,--,--,--,--,0,否,00:05.4,1,00:00:00,00:05.4,--,--
步行,2023/6/21 19:29,FALSE,Walking,0.79,56,00:13:36,100,113,108,116,17:12,08:32,--,--,0.54,0,否,00:13:36,1,00:09:02,00:13:36,--,--
步行,2023/6/21 13:43,FALSE,Walking,0.98,59,00:14:05,101,110,104,112,14:24,10:09,--,--,0.67,0,否,00:14:05,1,00:11:41,00:14:05,--,--
步行,2023/6/17 19:19,FALSE,Walking,0.73,72,00:17:30,90,111,104,158,23:49,07:23,--,--,0.4,0,否,00:17:30,1,00:09:13,00:17:30,--,--
步行,2023/6/16 12:15,FALSE,Walking,0.89,62,00:15:18,96,108,102,122,17:16,09:29,--,--,0.57,0,否,00:15:18,1,00:10:27,00:15:18,--,--
步行,2023/6/15 13:06,FALSE,Walking,1.04,69,00:16:09,104,117,106,214,15:30,03:38,--,--,0.61,0,否,00:16:09,1,00:11:10,00:16:09,--,--
步行,2023/6/15 12:04,FALSE,Walking,0.95,62,00:15:52,93,110,104,120,16:44,08:55,--,--,0.57,0,否,00:15:52,1,00:11:00,00:15:52,--,--
